municipal,name,website,medium
Neptune City Borough,"Coaster, The",http://thecoaster.net/wordpress/,Newspaper
Neptune City Borough,"Link News, The",http://thelinknews.net,Newspaper
Neptune City Borough,"Monmouth Journal, The",http://www.themonmouthjournal.com,Newspaper
Neptune City Borough,More Monmouth Musings,http://www.moremonmouthmusings.net/,Digital-first (online)
Neptune City Borough,"Ocean Star, The",https://starnewsgroup.com/the-ocean-star-e-edition/,Newspaper
Neptune City Borough,WLIW-TV,https://www.wliw.org/,Television
Neptune City Borough,WNDT-CD,no website,Television
Neptune City Borough,WNYC-FM,https://www.wnyc.org/,Radio
Neptune Township,Asbury Park Sun,http://asburyparksun.com/,Digital-first (online)
Neptune Township,Atlantic Highlands Herald,http://www.ahherald.com/,Digital-first (online)
Neptune Township,Blogfinger,https://blogfinger.net,Digital-first (online)
Neptune Township,"Coast Star, The",https://starnewsgroup.com/the-coast-star-e-edition/,Newspaper
Neptune Township,"Coaster, The",http://thecoaster.net/wordpress/,Newspaper
Neptune Township,"Link News, The",http://thelinknews.net,Newspaper
Neptune Township,"Monmouth Journal, The",http://www.themonmouthjournal.com,Newspaper
Neptune Township,More Monmouth Musings,http://www.moremonmouthmusings.net/,Digital-first (online)
Neptune Township,"Ocean Star, The",https://starnewsgroup.com/the-ocean-star-e-edition/,Newspaper
Neptune Township,WLIW-TV,https://www.wliw.org/,Television
Neptune Township,WNDT-CD,no website,Television
Neptune Township,WNYC-FM,https://www.wnyc.org/,Radio
Netcong Borough,Daily Record,http://www.dailyrecord.com/,Newspaper
Netcong Borough,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Netcong Borough,WLIW-TV,https://www.wliw.org/,Television
Netcong Borough,WLVT-TV,https://www.wlvt.org/,Television
Netcong Borough,WNDT-CD,no website,Television
Netcong Borough,WNYC-FM,https://www.wnyc.org/,Radio
New Brunswick City,"Daily Targum, The",http://www.dailytargum.com,Newspaper
New Brunswick City,Jersey Access Group: North Brunswick Township,no website,Television
New Brunswick City,Jersey Access Group: Rutgers University,no website,Television
New Brunswick City,New Brunswick Today,http://www.newbrunswicktoday.com/,Newspaper
New Brunswick City,Patch-New Brunswick,https://patch.com/new-jersey/newbrunswick,Digital-first (online)
New Brunswick City,Tap into New Brunswick,https://www.tapinto.net/towns/new-brunswick/,Digital-first (online)
New Brunswick City,WLIW-TV,https://www.wliw.org/,Television
New Brunswick City,WLVT-TV,https://www.wlvt.org/,Television
New Brunswick City,WNDT-CD,no website,Television
New Brunswick City,WNYC-FM,https://www.wnyc.org/,Radio
New Hanover Township,Courier Post,https://www.courierpostonline.com/,Newspaper
New Hanover Township,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
New Hanover Township,Philadelphia (magazine),http://www.phillymag.com/,Magazine
New Hanover Township,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
New Hanover Township,WLVT-TV,https://www.wlvt.org/,Television
New Hanover Township,WNDT-CD,no website,Television
New Milford Borough,201,http://www.201magazine.com/#201magazine,Magazine
New Milford Borough,Bergenfield Daily Voice,https://dailyvoice.com/new-jersey/bergenfield,Digital-first (online)
New Milford Borough,Jewish Standard,http://jewishstandard.timesofisrael.com/,Newspaper
New Milford Borough,"Paramus Post, The",http://www.paramuspost.com/,Newspaper
New Milford Borough,Patch-New Milford,https://patch.com/new-jersey/newmilford-nj,Digital-first (online)
New Milford Borough,"Record, The",no website,Newspaper
New Milford Borough,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
New Milford Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
New Milford Borough,WLIW-TV,https://www.wliw.org/,Television
New Milford Borough,WNDT-CD,no website,Television
New Milford Borough,WNYC-FM,https://www.wnyc.org/,Radio
New Providence Borough,countywatchers,https://countywatchers.wordpress.com/,Digital-first (online)
New Providence Borough,Jersey Access Group: New Providence Borough,no website,Television
New Providence Borough,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
New Providence Borough,New Providence News,https://rennamedia.com/publications/new-providence-news/,Newspaper
New Providence Borough,Patch-New Providence-Berkeley Heights,https://patch.com/new-jersey/newprovidence,Digital-first (online)
New Providence Borough,Tap into New Providence,https://www.tapinto.net/towns/new-providence/,Digital-first (online)
New Providence Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
New Providence Borough,WLIW-TV,https://www.wliw.org/,Television
New Providence Borough,WLVT-TV,https://www.wlvt.org/,Television
New Providence Borough,WNDT-CD,no website,Television
New Providence Borough,WNYC-FM,https://www.wnyc.org/,Radio
Newark City,"(Rutgers-Newark) Observer, The",https://theobservernewark.com/news,Newspaper
Newark City,24 horas,https://24horasnewspaper.com/,Newspaper
Newark City,Brazilian Press,http://www.brazilianpress.com,Newspaper
Newark City,Brick City Live,https://brickcitylive.com,Digital-first (online)
Newark City,"Catholic Advocate, The",https://www.rcan.org/the-catholic-advocate,Digital-first (online)
Newark City,Chalkbeat-Newark,https://chalkbeat.org/newark/,Digital-first (online)
Newark City,ECC Observer,https://eccobserverdotcom.wordpress.com/,Newspaper
Newark City,Essex News Daily,https://essexnewsdaily.com/,Newspaper
Newark City,Jersey Access Group: City of Newark,no website,Television
Newark City,Jersey Access Group: Essex County College,no website,Television
Newark City,"Law.com/Legal Intelligencer, The",https://www.law.com/thelegalintelligencer/,Newspaper
Newark City,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Newark City,Local Talk News,no website,Newspaper
Newark City,Luso Americano,http://www.lusoamericano.com,Newspaper
Newark City,Newark Black News,http://www.newarkblack.com,Digital-first (online)
Newark City,"Newark Times, The",http://thenewarktimes.com/,Digital-first (online)
Newark City,Patch-Newark,http://patch.com/new-jersey/newark,Digital-first (online)
Newark City,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
Newark City,TAP into Newark,https://www.tapinto.net/towns/newark/,Digital-first (online)
Newark City,TIME TV,no website,Television
Newark City,Transportation Radio,http://www.transportationradio.com/,Radio
Newark City,Vailsburg Leader,no website,Newspaper
Newark City,"Vector, The",http://thevector.njit.edu,Newspaper
Newark City,WBGO-FM,https://www.wbgo.org/category/news,Radio
Newark City,WFUT-DT,no website,Television
Newark City,WLIW-TV,https://www.wliw.org/,Television
Newark City,WLVT-TV,https://www.wlvt.org/,Television
Newark City,WNDT-CD,no website,Television
Newark City,WNYC-FM,https://www.wnyc.org/,Radio
Newfield Borough,Courier Post,https://www.courierpostonline.com/,Newspaper
Newfield Borough,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Newfield Borough,"Sentinel of Gloucester County, The",http://thenjsentinel.com/,Newspaper
Newfield Borough,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Newton Town,dirt,http://www.dirt-mag.com/,Magazine
Newton Town,New Jersey Herald,http://www.njherald.com/,Newspaper
Newton Town,recordonline.com/Times Herald Record,https://www.recordonline.com/,Newspaper
Newton Town,TAP into Newton,https://www.tapinto.net/towns/newton/,Digital-first (online)
Newton Town,Township Journal,http://www.townshipjournal.com/,Newspaper
Newton Town,WLIW-TV,https://www.wliw.org/,Television
Newton Town,WLVT-TV,https://www.wlvt.org/,Television
Newton Town,WNDT-CD,no website,Television
North Arlington Borough,201,http://www.201magazine.com/#201magazine,Magazine
North Arlington Borough,Bergenfield Daily Voice,https://dailyvoice.com/new-jersey/bergenfield,Digital-first (online)
North Arlington Borough,Jewish Standard,http://jewishstandard.timesofisrael.com/,Newspaper
North Arlington Borough,"Lyndhurst, North Arlington, & Wallington Daily Voice",https://dailyvoice.com/new-jersey/lyndhurst,Digital-first (online)
North Arlington Borough,"Observer Online, The",http://www.theobserver.com/,Newspaper
North Arlington Borough,"Paramus Post, The",http://www.paramuspost.com/,Newspaper
North Arlington Borough,"Record, The",no website,Newspaper
North Arlington Borough,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
North Arlington Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
North Arlington Borough,WLIW-TV,https://www.wliw.org/,Television
North Arlington Borough,WNDT-CD,no website,Television
North Arlington Borough,WNYC-FM,https://www.wnyc.org/,Radio
North Bergen Township,"Bayonne, Life on the Peninsula",https://hudsonreporter.com/category/issues/bayonne-life-on-the-peninsula-issue/,Magazine
North Bergen Township,Hudson County View,https://hudsoncountyview.com/,Digital-first (online)
North Bergen Township,Hudson Reporter.com,http://www.hudsonreporter.com,Digital-first (online)
North Bergen Township,Jewish Standard,http://jewishstandard.timesofisrael.com/,Newspaper
North Bergen Township,WBGO-FM,https://www.wbgo.org/category/news,Radio
North Bergen Township,WLIW-TV,https://www.wliw.org/,Television
North Bergen Township,WNDT-CD,no website,Television
North Bergen Township,WNYC-FM,https://www.wnyc.org/,Radio
North Brunswick Township,Sentinel - No. & So. Brunswick,https://centraljersey.com/ns-sentinel/,Newspaper
North Brunswick Township,WLIW-TV,https://www.wliw.org/,Television
North Brunswick Township,WLVT-TV,https://www.wlvt.org/,Television
North Brunswick Township,WNDT-CD,no website,Television
North Brunswick Township,WNYC-FM,https://www.wnyc.org/,Radio
North Caldwell Borough,Essex News Daily,https://essexnewsdaily.com/,Newspaper
North Caldwell Borough,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
North Caldwell Borough,Local Talk News,no website,Newspaper
North Caldwell Borough,Patch-Caldwells,http://patch.com/new-jersey/caldwells,Digital-first (online)
North Caldwell Borough,"Progress, The",http://www.newjerseyhills.com/the_progress/,Newspaper
North Caldwell Borough,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
North Caldwell Borough,TAP into West Essex,https://www.tapinto.net/towns/west-essex/,Digital-first (online)
North Caldwell Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
North Caldwell Borough,WLIW-TV,https://www.wliw.org/,Television
North Caldwell Borough,WLVT-TV,https://www.wlvt.org/,Television
North Caldwell Borough,WNDT-CD,no website,Television
North Caldwell Borough,WNYC-FM,https://www.wnyc.org/,Radio
North Haledon Borough,Hawthorne Press,no website,Newspaper
North Haledon Borough,Jewish Standard,http://jewishstandard.timesofisrael.com/,Newspaper
North Haledon Borough,"Record, The",no website,Newspaper
North Haledon Borough,South Passaic Daily Voice,https://dailyvoice.com/new-jersey/southpassaic/,Digital-first (online)
North Haledon Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
North Haledon Borough,WLIW-TV,https://www.wliw.org/,Television
North Haledon Borough,WNDT-CD,no website,Television
North Haledon Borough,WNYC-FM,https://www.wnyc.org/,Radio
North Hanover Township,Courier Post,https://www.courierpostonline.com/,Newspaper
North Hanover Township,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
North Hanover Township,Philadelphia (magazine),http://www.phillymag.com/,Magazine
North Hanover Township,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
North Hanover Township,WLIW-TV,https://www.wliw.org/,Television
North Hanover Township,WLVT-TV,https://www.wlvt.org/,Television
North Hanover Township,WNDT-CD,no website,Television
North Plainfield Borough,Courier News,http://www.mycentraljersey.com/news/courier-news/,Newspaper
North Plainfield Borough,Tap into North Plainfield/Green Brook/Watchung,https://www.tapinto.net/towns/north-plainfield-slash-green-brook/,Digital-first (online)
North Plainfield Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
North Plainfield Borough,WLIW-TV,https://www.wliw.org/,Television
North Plainfield Borough,WLVT-TV,https://www.wlvt.org/,Television
North Plainfield Borough,WNDT-CD,no website,Television
North Plainfield Borough,WNYC-FM,https://www.wnyc.org/,Radio
North Wildwood City,Cape May County Herald,http://www.capemaycountyherald.com/,Newspaper
North Wildwood City,"Press of Atlantic City, The",http://www.pressofatlanticcity.com/,Newspaper
North Wildwood City,WNJZ-FM,no website,Radio
Northfield City,"Current of Linwood, Nortthfield, & Somers Point, The",https://www.pressofatlanticcity.com/currents_gazettes/mainland/,Newspaper
Northfield City,"Press of Atlantic City, The",http://www.pressofatlanticcity.com/,Newspaper
Northfield City,Shore Local,https://www.shorelocalnews.com/,Magazine
Northvale Borough,201,http://www.201magazine.com/#201magazine,Magazine
Northvale Borough,Bergenfield Daily Voice,https://dailyvoice.com/new-jersey/bergenfield,Digital-first (online)
Northvale Borough,Jewish Standard,http://jewishstandard.timesofisrael.com/,Newspaper
Northvale Borough,Northern Valley Daily Voice,https://dailyvoice.com/new-jersey/northernvalley,Digital-first (online)
Northvale Borough,Northern Valley Press (North and South),https://thepressgroup.net/category/northern-valley-press/,Newspaper
Northvale Borough,Northern Valley Suburbanite,no website,Newspaper
Northvale Borough,"Paramus Post, The",http://www.paramuspost.com/,Newspaper
Northvale Borough,"Record, The",no website,Newspaper
Northvale Borough,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
Northvale Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
Northvale Borough,WLIW-TV,https://www.wliw.org/,Television
Northvale Borough,WNDT-CD,no website,Television
Northvale Borough,WNYC-FM,https://www.wnyc.org/,Radio
Norwood Borough,201,http://www.201magazine.com/#201magazine,Magazine
Norwood Borough,Bergenfield Daily Voice,https://dailyvoice.com/new-jersey/bergenfield,Digital-first (online)
Norwood Borough,Jewish Standard,http://jewishstandard.timesofisrael.com/,Newspaper
Norwood Borough,Northern Valley Daily Voice,https://dailyvoice.com/new-jersey/northernvalley,Digital-first (online)
Norwood Borough,Northern Valley Press (North and South),https://thepressgroup.net/category/northern-valley-press/,Newspaper
Norwood Borough,Northern Valley Suburbanite,no website,Newspaper
Norwood Borough,"Paramus Post, The",http://www.paramuspost.com/,Newspaper
Norwood Borough,"Record, The",no website,Newspaper
Norwood Borough,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
Norwood Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
Norwood Borough,WLIW-TV,https://www.wliw.org/,Television
Norwood Borough,WNDT-CD,no website,Television
Norwood Borough,WNYC-FM,https://www.wnyc.org/,Radio
Nutley Township,Essex News Daily,https://essexnewsdaily.com/,Newspaper
Nutley Township,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Nutley Township,Local Talk News,no website,Newspaper
Nutley Township,Nutley Sun,no website,Newspaper
Nutley Township,"Observer Online, The",http://www.theobserver.com/,Newspaper
Nutley Township,Patch-Belleville-Nutley,http://patch.com/new-jersey/belleville,Digital-first (online)
Nutley Township,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
Nutley Township,Tap into Nutley,https://www.tapinto.net/towns/nutley/,Digital-first (online)
Nutley Township,WBGO-FM,https://www.wbgo.org/category/news,Radio
Nutley Township,WLIW-TV,https://www.wliw.org/,Television
Nutley Township,WLVT-TV,https://www.wlvt.org/,Television
Nutley Township,WNDT-CD,no website,Television
